MDTU,min_min,min_max,max_min,max_max
822,-4.66014,-1.57387,-0.0395397,0.426528
824,-4.65797,-1.71604,-0.105874,0.404922
826,-4.40738,-1.57202,-0.0517852,0.448975
828,-6.53744,-1.68478,-0.000326368,0.501068
830,-4.83667,-1.14958,-0.00620482,0.500456
832,-5.28681,-1.62075,-0.0276991,0.441481
834,-5.73268,-1.6357,-0.0482802,0.541413
836,-5.77892,-1.48206,-0.0567264,0.519738
838,-5.77892,-1.48206,-0.0567264,0.519738
840,-4.7727,-1.63918,-0.0167188,0.429744
842,-4.7727,-1.63918,-0.0167188,0.429744
844,-4.86146,-1.64957,-0.0140444,0.476326
846,-4.9534,-1.57222,-0.068869,0.401165
848,-5.20221,-1.60292,-0.106062,0.410483
850,-6.31997,-1.6809,-0.00251719,0.495704
852,-5.81885,-1.38665,0.00989315,0.415385
854,-4.93294,-1.57737,-0.0252791,0.458759
856,-5.75418,-1.6951,-0.0287829,0.494578
858,-5.92437,-1.71397,-0.00476367,0.471182
860,-4.66964,-1.73757,-0.0103797,0.446081
862,-5.46237,-1.64914,-0.0585503,0.440377
864,-5.46237,-1.64914,-0.0585503,0.440377
866,-5.46237,-1.64914,-0.0585503,0.440377
868,-5.97503,-1.63771,-0.0239192,0.423854
870,-5.07132,-1.57799,-0.0456633,0.502284
872,-5.07132,-1.57799,-0.0456633,0.502284
874,-5.40226,-1.62593,-0.0461335,0.455982
876,-5.61758,-1.36434,0.0116013,0.550538
878,-5.58431,-1.69679,-0.0701109,0.48104
880,-4.46842,-1.42541,-0.108025,0.427272
882,-6.67797,-1.65664,0.0184701,0.478476
884,-5.00509,-1.46522,-0.0453829,0.565956
886,-5.07783,-1.3074,-0.0607655,0.541869
888,-5.13048,-1.30993,-0.0248839,0.596537
890,-5.36255,-1.16091,-0.0160849,0.576398
892,-5.41252,-1.18126,-0.104181,0.630252
894,-4.74197,-1.25768,0.0188543,0.51246
896,-5.23582,-1.56026,0.017551,0.612439
898,-5.69783,-1.42874,-0.00127486,0.510042
900,-5.14903,-1.36534,-0.0222023,0.45992
