MDTU,ssplaq,stplaq
1786,3.99467,2.1275
1788,4.1165,2.14461
1790,3.67844,1.83482
1792,3.70901,1.88616
1794,3.6715,2.05048
1796,3.86371,1.96441
1798,3.64205,1.77454
1800,3.75847,1.75483
1802,3.41255,1.68765
1804,3.02911,1.54309
1806,2.95286,1.68135
1808,2.86121,1.59619
1810,3.08052,1.54275
1812,2.94349,1.45202
1814,2.49855,1.2454
1816,2.39793,1.2572
1818,2.56842,1.19883
1820,2.7003,1.39416
1822,2.732,1.38131
1824,2.732,1.38131
1826,2.732,1.38131
1828,2.51003,1.27522
1830,2.51067,1.25743
1832,2.59013,1.27237
1834,2.55438,1.41562
1836,2.67498,1.36458
1838,3.20978,1.60915
1840,3.20978,1.60915
1842,3.20978,1.60915
1844,3.20605,1.55435
1846,3.16776,1.56285
1848,2.99181,1.613
1850,2.74459,1.56115
1852,3.2186,1.63802
1854,2.94128,1.51819
1856,2.92195,1.44198
1858,2.85118,1.38184
1860,2.87368,1.27644
1862,2.57987,1.32963
1864,2.58055,1.27039
1866,2.29893,1.12571
1868,2.31689,1.21797
1870,2.02723,0.946572
1872,2.58993,1.24511
1874,2.5069,1.22285
1876,2.38842,1.12669
1878,2.06685,1.14676
1880,2.12162,1.22459
1882,2.39658,1.23873
1884,2.40349,1.05035
1886,2.15315,1.12149
1888,2.43944,1.13224
1890,2.62062,1.19777
1892,2.40298,1.18444
1894,2.40114,1.16488
1896,2.47078,1.25661
1898,2.37672,1.28585
1900,2.68841,1.26351
1902,2.66484,1.23951
1904,2.48445,1.21492
1906,2.30031,1.08483
1908,2.42049,1.24018
1910,2.48206,1.26188
1912,2.2886,1.06832
1914,2.23011,1.06694
1916,2.03977,1.03129
1918,2.03711,1.00663
1920,1.95157,0.989193
1922,1.83082,0.929885
1924,1.83082,0.929885
1926,1.83082,0.929885
1928,1.83082,0.929885
1930,2.02861,1.01465
1932,1.85384,0.926965
1934,2.1045,0.998551
1936,2.46988,1.24137
1938,2.59423,1.10288
1940,2.38964,1.1146
1942,2.47974,1.16582
1944,2.58732,1.29951
1946,2.82043,1.3674
1948,2.65522,1.31889
1950,2.53093,1.32806
1952,2.67586,1.25981
1954,2.51544,1.30319
1956,2.51544,1.30319
1958,2.25413,1.24338
1960,2.65887,1.40423
1962,2.65887,1.40423
1964,2.38924,1.17956
1966,2.58817,1.19987
1968,2.50292,1.17541
1970,2.44519,1.37527
1972,2.4641,1.26272
1974,2.57353,1.37133
1976,2.37852,1.18761
1978,2.39462,1.18831
1980,2.32858,1.21401
1982,2.43465,1.18257
1984,2.31952,1.12809
1986,1.80059,0.980749
1988,1.91021,1.01216
1990,2.01859,0.983743
1992,2.04329,1.0538
1994,2.12793,1.04901
1996,2.27118,1.2388
1998,2.25122,1.14722
2000,2.30125,1.16544
